1	1	0.000188678	3.17111
2	1	18.2161	11.0571
3	1	12.8439	5.27866
4	1	1.13415	16.3661
5	1	16.3765	22.5336
6	1	9.24546	12.5221
7	1	20.0329	0.833464
8	1	1.28885	12.77
9	1	16.1801	0.185588
10	1	9.24338	1.61143
11	1	10.0647	16.5567
12	1	14.199	22.4309
13	1	20.3994	12.7032
14	1	2.21709	15.7647
15	1	10.0289	16.9043
16	1	21.946	18.3751
17	1	6.32721	1.14427
18	1	17.7454	7.91306
19	1	15.2516	18.2355
20	1	23.8919	8.80758
21	1	5.95561	23.6873
22	1	17.4219	18.1619
23	1	15.7068	1.75231
24	1	15.2274	21.3285
25	1	6.57449	10.521
26	1	18.4786	11.5171
27	1	5.73226	6.62745
28	1	8.66115	4.01415
29	1	11.729	21.6407
30	1	21.9192	1.46008
31	1	21.8094	12.163
32	1	12.4468	7.69124
33	1	23.7859	11.9088
34	1	6.41621	2.18739
35	1	22.8487	1.77794
36	1	12.071	9.26089
37	1	6.67988	22.0303
38	1	12.7711	11.1969
39	1	22.6851	1.20742
40	1	18.3586	18.5681
41	1	19.957	3.02231
42	1	0.382538	16.5973
43	1	20.9317	15.177
44	1	17.7489	17.4882
45	1	24.0949	21.4217
46	1	5.62186	7.3848
47	1	8.46227	12.374
48	1	14.2506	20.3949
49	1	9.93443	20.2871
50	1	6.4927	10.0143
51	1.4	12.9533	11.2805
52	1.4	6.92411	4.29912
53	1.4	3.70588	13.7814
54	1.4	19.3444	0.796859
55	1.4	12.8845	12.0173
56	1.4	23.0318	18.0398
57	1.4	13.3699	21.4739
58	1.4	15.0639	20.2999
59	1.4	3.85167	5.12901
60	1.4	17.2302	3.14434
61	1.4	2.19359	6.61977
62	1.4	0.0723143	9.98777
63	1.4	0.647933	17.1123
64	1.4	22.6108	5.78376
65	1.4	4.36103	7.65524
66	1.4	21.3836	15.7198
67	1.4	3.62427	16.4259
68	1.4	9.30121	9.34727
69	1.4	12.0477	3.55672
70	1.4	14.1559	20.3851
71	1.4	14.2263	23.033
72	1.4	13.4076	3.57163
73	1.4	23.7055	9.85454
74	1.4	3.41899	13.6186
75	1.4	6.07826	11.7771
76	1.4	11.1868	23.1701
77	1.4	3.03835	4.81574
78	1.4	7.69646	15.1704
79	1.4	3.05477	15.7004
80	1.4	14.9863	19.3605
81	1.4	5.97496	11.4858
82	1.4	9.38558	4.89995
83	1.4	0.684068	21.7375
84	1.4	10.282	3.42384
85	1.4	22.842	9.89182
86	1.4	3.16269	21.3512
87	1.4	2.22212	3.91028
88	1.4	1.7132	8.80759
89	1.4	6.1007	3.25721
90	1.4	18.8802	10.9765
91	1.4	8.42632	10.904
92	1.4	19.502	22.4608
93	1.4	15.7099	5.1892
94	1.4	16.3836	21.9123
95	1.4	6.03002	20.7536
96	1.4	11.3612	12.1976
97	1.4	14.4743	19.7098
98	1.4	18.2219	11.1438
99	1.4	22.9355	15.2541
100	1.4	10.5914	19.8818
